city,名称,id,纬度,经度,评价分数,介绍,封面图片
乌鲁木齐,乌鲁木齐文庙,56915,43.8022,87.62953,4.7,乌鲁木齐文庙是一组砖木结构清代宇式建筑，建有前后大殿及东西两侧两组配殿，并有对称的两座钟鼓楼，前方正大殿飞檐斗拱，青砖筒瓦、雕梁画栋，钩心斗角，整体建筑，雄浑庄重，古色古香，雅致清幽。765－1767年清政府扩建乌鲁木齐城时，在后来的文化路（旧称文庙巷）建造了文庙，此文庙后来已无任何遗迹可寻。1884年新疆建省后，为纪念收复新疆的阵亡将士，遂在后前进路建造了昭忠祠。清朝灭亡后后改称忠烈祠。后来，原文庙内的木质孔子牌位被移到这里，忠烈祠变成了后来的文庙。这时的文庙，既祭祀孔子，也祭祀道教中掌管人世功名利禄的尊神“文昌帝君”。整个文庙占地2800平方米，呈中国传统古建筑风格，面阔三间，进深二间，有山门、前殿、大殿、两祖东、西厢房及钟楼、鼓楼。文庙开辟有孔子大成殿复原陈列，集全国文庙三特点，将孔子、四像、十二哲融为一室，大型雕像、高浮雕立像，个个栩栩如生，令人肃然起敬，《万世师表》、《生民未有》等匾额悬挂在孔子佛龛之上。孔子座像前摆放着各种祭器，供游人参拜。,https://dimg04.c-ctrip.com/images/1me1d12000ei4cxm592B3.jpg
乌鲁木齐,沙漠绿洲水疗会所,1415289,43.881645,87.528347,4.3,沙漠绿洲水疗会所位于经济技术开发区中亚北路，是一所星级标准的美健水疗会所。其亮点在于集水疗、康体健身、美容、餐饮娱乐等多元服务于一体，提供全方位的休闲放松体验。会所建筑面积广阔，设施齐全，是城市中的一片绿洲，让顾客在工作之余能够彻底舒展身心，享受专业星级服务。,https://dimg04.c-ctrip.com/images/0106z12000co99jfqB4F2.jpg
乌鲁木齐,燕儿窝风景区,46722,43.718021,87.588192,0.0,燕尔窝东依燕儿崖，西临乌鲁木齐河，有许多小燕山。春天，燕子飞舞鸣唱；夏秋，高大挺拔的榆树、杨树、槐树和丛丛蔟蔟的野玫瑰、野蔷薇以及盛开着红、黄、蓝、白、紫各色花朵的灌木，将这里点染成了一片鲜艳的世界。隆冬，冰封雪飘，银花满树，情趣无限。燕儿窝林地是乌鲁木齐首府的&ldquo;天然绿色空调&rdquo;，更是防风护沙的天然屏障。传说：古代有一位名叫&ldquo;燕尔&rdquo;的英雄少年，他跃入此河怒斩了兴妖作怪的河中蛟龙，平息了洪水，然灵魂却化作了千万只小燕儿，使这里从此变成了&ldquo;燕尔仙境&rdquo;。,https://dimg04.c-ctrip.com/images/0100112000bblt9db68B4.jpg
乌鲁木齐,西山老君庙,120893,43.801335,87.523334,3.7,西山老君庙位于乌璐木齐市区西侧，是一座拥有两百多年历史的道观，也是新疆历史上历史较悠久、规模较大的道教建筑，在当地，这样的道观显得独特少见。如今的西山老君庙是在2003年在原来破败不堪的遗址上重修的，整个道观纵深约有150米，大致可以分为前后两个院落，院落内主要有老君殿、药王殿、文昌殿、玉皇殿等等，各个殿宇各自供奉着一些道教的神灵，可以前来祈福。在道观内步行游玩，一一参观拜觐，大约1-2小时即可。 ,https://dimg04.c-ctrip.com/images/0102r120009dlzojg066B.jpg
乌鲁木齐,妖魔山,46719,43.771018,87.560503,4.4,妖魔山外缘周长约16公里，山体表而积约40平方公里。从地貌及地理位置上看它位于准葛尔盆地南缘，属于荒漠区。强烈的干热气候给这里留下深刻烙印，春秋两季较湿润，干旱相对不明显，夏季干旱，热量充足，冬季漫长而寒冷。在当地民间曾流传着“云罩妖魔山，地上水漂船”的民谣。当年屯田筑坝的清代军民，为了乞求妖魔山晴雨以遂人愿，在妖魔山尾部蜘蛛山修建八腊庙，供奉地神、农神、田神、虫神等八位与农事有关的神求吉祈福祉。因此，妖魔山又被称为富寿山、灵应山。如今美好的祈盼已变为现实，现在的妖魔山已是绿树成荫，东可望白雪皑皑的博格达峰，西可赏赤火通红的西山落霞，北可看鲤鱼翻跃逐浪，南可见燕戏碧水荡漾间。,https://dimg04.c-ctrip.com/images/0104b120008ferighB431.jpg
乌鲁木齐,新疆人民会堂,4660,43.831788,87.584176,4.4,这里是一座民族、地方、现代色彩兼具的大型建筑，建筑面积29000平方米。会堂前厅镶嵌着目前我国较大的一幅巨型大理石壁画－《天山之春》。礼堂中的自动可变舞台，是我国目前较长的大舞台（通长32米）。正厅三层，设有3160个带小桌的观众席位，并备有8种语言的“译意风”装置，侧厅亦为三层，分圆桌会议厅、多功能厅和13个地、州会议厅。正、侧厅有联廊相接。整个建筑，浑然一体，雄伟壮观。,https://dimg04.c-ctrip.com/images/0105v120009sk9zbtBA63.jpg
乌鲁木齐,汗腾格里清真寺,4659,43.790537,87.618497,4.8,汗腾格里寺位于乌鲁木齐市南门，因地处南门，又称南门大寺，是乌鲁木齐市内较大的维吾尔族清真寺之一。大寺坐西向东，造型美观。汗腾格里寺为塔楼型，分四层，地上地下各两层。底层为寺院商场，二层是寺院生活用房，第三层为礼拜大殿，四层则是经学班教学楼。,https://dimg04.c-ctrip.com/images/0103312000f6sd4jeA5E7.png
乌鲁木齐,乐8小镇,1678551,43.775156,87.590854,4.5,西北较大的儿童角色体验乐园——乐8小镇是西北地区比较大的儿童社会角色主题乐园，其全国少儿育乐模式，通过主题体验设计、立体的角色游戏，培养志趣，发掘孩子动手能力、协调统筹、团队合作和战胜挫折等四大关键能力，让孩子一生受益。,https://dimg04.c-ctrip.com/images/100t1f000001gqbgdB25F.jpg
乌鲁木齐,乌鲁木齐海洋馆,1409059,43.761781,87.611575,4.4,该海洋馆由盛贝特海洋水族馆有限公司兴建，于2001年4月建成正式开馆迎客。海洋馆位于乌市燕尔窝路2号，与新疆大型的游乐园水上乐园相邻，和南郊客运站相对，相距300米有公交车始发站，交通很便利。经过十多年经营、扩建，海洋馆现有展区面积8000平方米。馆内有独特的大水体画廊，是以展示奥妙的海洋动物与海兽表演为主题的综合性海洋馆，有各种海洋、淡水鱼类400多种，每天有精彩海狮、海豹表演、水下表演等项目。海洋馆设有热带观赏鱼展区，海洋生物展区，潜水表演区，海兽剧场，鳄鱼馆，鳐鱼馆，贝壳展馆和休闲购物等区域组成，每个展区、展馆都有自己鲜明的主题来展示、说明不同的物种、不同区域及环境下水生动物的特性。2012年9月有对原老的场馆进行装修改建，并新建“梦幻水母馆、珊瑚馆、多功能休闲厅。,https://dimg04.c-ctrip.com/images/1lo0n12000k64mba44037.jpg
乌鲁木齐,乌鲁木齐美术馆,120730,43.823432,87.613923,4.8,位于乌鲁木齐市中山路82号新拓大厦6楼的乌鲁木齐美术馆，是一个对外开放的群众文化艺术设施，展厅面积达到1000平方米，吸收了中国美术馆和南京国展中心的许多先进之处，采用轨道式展板可灵活的将美术馆分割成若干个大小不等的展厅，并且使用的科技水平较高的电脑音像控制系统，是目前新疆大型的设施完备的美术作品会展中心。美术馆开馆后，将不定期组织各类美术作品展。,https://dimg04.c-ctrip.com/images/10080j000000a10ijEF69.jpg
乌鲁木齐,新疆大学校本部,1703259,43.765046,87.616154,4.7,新疆大学校本部位于天山区胜利路那里。校园里有新疆各名族的学生和老师。来新疆大学一定要去看看新园市场后面的红湖，这是新疆大学的标志啊，就像北京大学有未名湖一样。夏天的红湖很美丽，周围被绿树环绕。湖中心有个人工建造的岛，上面有个亭子，适合情侣拍照。顺便可以游览一下被绿树环抱的阿扎提路，这是新疆大学校本部的主干道，也是新疆大学学子走的最多的一条路。,https://dimg04.c-ctrip.com/images/0106i12000d11qpl6173E.jpg
乌鲁木齐,石化公园,120793,43.956061,87.70127,4.5,"石化公园，坐落于乌鲁木齐石化总厂的大庆路东侧，总厂机关办公大楼南侧。
石化公园兴建于1984年，总占地十六万五千多平方米，各式仿古拱桥、九曲小桥、莲花亭，把假山和湖心岛连为一体，湖光山色，景色秀丽。
还有游乐设施，是游客与工薪阶层节假日好去处之一，",https://dimg04.c-ctrip.com/images/0100112000b855ricC02A.jpg
乌鲁木齐,新城公园,120959,43.88722,87.544882,4.3,新城公园成立于1991年，位于乌鲁木齐北京北路19号。近十年来，新城公园一直围绕“文化”这一主题进行基础设施建设，从生态环境和景观特色的角度出发，认真筛选植物品种，以乔、灌、草、花相结合，形成了多层次、多色彩的绿化结构。目前新城公园绿地面积己达265522平方米，绿化覆盖率为 82．46%，还建有200米的葡萄长廊，既有开阔的草坪，又有规则的花坛，景观与生态共生，美化与文化兼容，使人们在欣赏时产生意境之美，因而被誉为“首府新区的绿宝石”。新城公园在规划上突出“新、奇、特”特点，在内涵上以高雅、健康、明快为风格，在经济效益和生态效益上下功夫，是集文化景点、文化娱乐、旅游度假为一体的综合公园。,https://dimg04.c-ctrip.com/images/0103m12000bfakeh4C1ED.jpg
乌鲁木齐,二道桥清真寺,120720,43.779771,87.618781,4.8,这是一座展现伊斯兰建筑风格的宏伟寺庙，吸引着众多游客来此感受浓郁的宗教文化氛围。,https://dimg04.c-ctrip.com/images/0105312000ims28miDEF5.jpg
乌鲁木齐,维斯特生活方式温泉,2021743,43.842678,87.67054,3.5,维斯特生活方式温泉拥有一次接纳2000人的温泉疗养空间，拥有国内先进的37种水疗设备、52种不同温泉疗养、容纳1200个餐位的生态餐饮、300间风格炯异的客房、接待1500人会议的不同会议室、8个主题公园组成。,https://dimg04.c-ctrip.com/images/0104s12000aa0lisu9B99.png
乌鲁木齐,中国工农红军西路军总支队纪念馆,120700,43.802395,87.629793,3.5,中国工农红军西路军总支队旧址位于乌鲁木齐市五星路2号、4号、5号和西后街58号，共四组土木结构的民用平房，均为穹洞式大门。其中总部所在的5号院落占地面积为1436平方米。该旧址现今为新疆生产建设兵团第二中学、乌鲁木齐市第27中学、兵团医院、兵团汽车运输总站等单位。1999年，乌鲁木齐市委、市人民政府决定依照西后街58号院落（原中国工农红军西路军总支队医疗通讯班）原貌在西后街37号复原重建，并定名为中国工农红军西路军总支队纪念馆。2001年6月30日正式开馆，展厅由 17 个房间合抱的四合院构成，展厅内陈列有近200张历史图片和10件西路军左支队官兵们使用过的武器、生活用品以及书籍等实物。展厅内容分《长征胜利，奉命西渡黄河》、《组建西路军，血沃征程路》、《进驻新疆，再创辉煌》、《永恒的精神》4 个部分。,https://dimg04.c-ctrip.com/images/0103x120008s74al8A744.jpg
乌鲁木齐,乌鲁木齐市八路军驻新疆办事处纪念馆,120741,43.773546,87.615562,4.8,路军驻新疆办事处纪念馆是抗战时期中国领导新疆民众抗日救国的办事机构所在地。它再现的是1937年-1942年中国人在新疆进行抗日救亡运动和不屈不挠狱中斗争的历史全貌。,https://dimg04.c-ctrip.com/images/0ww2112000947s8y7A8F0.jpg
乌鲁木齐,雪莲山高尔夫俱乐部,1702846,43.841514,87.695681,0.0,雪莲山高尔夫球场建在被誉为新疆保护神的天山山脉博格达峰脚下，大漠的边缘，亚洲的中心，是世界上离海洋远的高尔夫球场。新疆乌鲁木齐雪莲山高尔夫球场坐落于风景秀丽、景色怡人的乌鲁木齐市水磨沟名胜旅游风景区。球场占地面积4107亩，是由国内的北京兰星高尔夫工程有限公司按国际标准设计，球场设计充分考虑新疆的大漠戈壁及天山山脉的气势，利用雪莲山自然的丘陵地形建造，充分体现了新疆地大物薄、豪迈宽广的地域特点，让每一位高尔夫爱好者都能在这里都能够尽情地发挥自我、享受自然，领略别具一格的新疆风貌。,https://dimg04.c-ctrip.com/images/01049120009jl3xsc381E.jpg
乌鲁木齐,维斯特滑雪场,1815445,43.844027,87.673247,3.8,维斯特滑雪场位于水磨沟区温泉东路，与水磨沟公园相邻，是集餐饮、住宿、休闲、娱乐、滑雪、滑冰运动为一体的大型滑雪场，也是西北地区完善的大型灯光滑雪场。目前已建成400余亩开设了一、二、三级滑雪道和拖牵索道，其中3000米的雪上摩托越野赛道为乌市。滑雪场特设了灯光夜场，在山舞银蛇，奔腾跳跃中令游客可以观赏到乌鲁木齐市绚烂的夜景。,https://dimg04.c-ctrip.com/images/100u1f000001gq9cbD97A.jpg
乌鲁木齐,新疆历代和阗玉博物馆,1703115,43.873719,87.625913,4.4,新疆历代和阗玉博物馆是中国首家经政府批准注册的省级和田玉专题博物馆，博物馆拥有藏品上万件，是新疆唯一的和田玉历史文化展示中心，也是业务辐射全世界的珍品创意设计基地。新疆历代和阗玉博物馆成立于2006，这里展示的是人类漫长的文明史中能够延续几千年之久而从未中断过的罕见物质文化。,https://dimg04.c-ctrip.com/images/0106d12000965du9iD5B4.png
乌鲁木齐,唯美·微度假(西北路店),69741,43.819612,87.586066,3.5,唯美假日休闲会所坐落于乌鲁木齐繁华商业区，是以休闲养生为主题的新型假日休闲会所，内部装饰高雅，经营有洗浴、餐饮、海鲜自助、养生、足道等项目。,https://dimg04.c-ctrip.com/images/0102e12000h7alsh16EAE.jpg
乌鲁木齐,神木生态园,120792,43.71329,87.588501,0.0,"神木生态园是根据南疆神木园、北疆神钟山而故名，由中国生态园创始人、著名造园大师夏岩先生亲手打造的全疆首家、全景观式,融入地域绿色文化的原生态餐饮食府。园内设有假山、荷塘、小桥流水、儿童乐园等各种精致的园林小品7处。园内投入大量的资金移植了热带及亚热带地区的不同花种树木，无论春夏秋冬，神木园永远是一派郁郁葱葱、生机勃勃的景象。夏季室外的林荫底下可以摆设餐桌、凉亭十几张，是休闲避暑、度假游玩的胜地。经过多年精心打造、神木园成为许多都市人旅游度假、休闲、聚会等理想的场所。",https://dimg04.c-ctrip.com/images/0105l12000drulobgED16.jpg
乌鲁木齐,新疆九龙生态园,120858,43.75607,87.459031,0.0,九龙生态园位于乌鲁木齐市西南郊，从乌鲁木齐市区乘公交可通，是乌鲁木齐市周边著名的旅游景区，同时也是一座生态陵园。九龙生态园的面积很大，比较空旷，各个建筑散落在园区内，园区的周围空旷无垠，显得建筑格外的宏伟，可以在园区内步行参观、拍照，大约2-3小时即可。九龙生态园大致分为塞外江南、丝绸之路、楼兰古城等几个主题区域，每个区域内主要都是反映这个主题的建筑。有众多胡杨木遍布的少数民族墓区、访古楼兰佛塔、晾房等极具西域特色的景观，也有龙道、巨鼎等汉民族传统建筑，园内还结合了很多江南园林式的风格，环境十分优美。生态园的一侧，是一些墓地陵园，这里是当地人会入葬的墓园之一，所以也有很多当地人来此祭祀。,https://dimg04.c-ctrip.com/images/0103n12000db4001a524A.jpg
乌鲁木齐,新疆生态与地理研究所标本馆,120819,43.867711,87.567472,4.8,本馆是一个具有内陆荒漠干旱区区域特色、涉及生态学和地理学两大学科，是集相关基础研究、标本保藏与科普教育基地为一体的多功能科学博物馆。 本馆于20世纪50年代在中国科学院新疆综合科学考察队的工作基础上建立。自1956年中国科学院新疆分院成立，即开始以新疆为代表的中国内陆干旱区生物、土壤标本采集、馆藏，迄今已有53年历史。馆藏包括植物、动物、微生物、土壤等多学科标本约12万余号，是我国西北地区馆藏标本种类、数量较多的综合性标本馆之一，在国际、国内均具有典型的区域代表性。 　　,https://dimg04.c-ctrip.com/images/0100n12000axa5bqz1469.jpg
乌鲁木齐,南大寺,120681,43.780244,87.616695,5.0,"南大寺接近解放南路南端。原在乌鲁木齐市南山的南台子，1919年迁至此处重建。南大寺的主要建筑礼拜殿，平面呈凸字形。屋顶前部作重檐歇山式，盖琉璃瓦。檐脊上安置了二龙戏珠等瓦饰，檐下五层画板绘有卷草花卉花纹精等五彩图案.,脊檩雕有22个飞龙。殿内后部砌砖墙，前部装木格门，格心致。步廊两侧看墙刻有兰、梅、竹、荷四画屏等。大殿分内外两殿，外殿深15米、宽22米，内殿深、宽各15米。殿内可容千人作礼拜。寺院内还设有宣讲楼、 淋浴池、阿訇住房和外宾接待室等。",https://dimg04.c-ctrip.com/images/0ww1b120009laq4ceF650.jpg
乌鲁木齐,石人沟,1703026,43.83392,87.78218,4.8,石人沟距离乌鲁木齐市区大约二十多公里，是乌鲁木齐水磨沟区所辖的周边景区之一，地处东山区边缘的一角，就坐落在石人沟村旁。石人沟因石人和石头得名，过去的石人现已被保存在自治区博物馆。而现在的石人，则是仿制品。沟内突兀的巨石像是从天外坠落而来。 远远就望见前面山坡上很突兀的石头，那嶙峋怪异的模样与背后缓缓的山坡如此不同，不像是原本就生长于此，倒像是从天外坠落下来的。 大自然的鬼斧神工不能不让人为之惊叹。此地山路较宽，适合徒步或驾车，沟内有多处天然泉眼，风景秀美，这两年游人蜂拥至此，促生了各种旅游消费。沟内度假村农家乐蒙古包，随处可见。主要景区有石人台、蝴蝶谷、石人水库。,https://dimg04.c-ctrip.com/images/100ahk114xa0g0udt21A6.jpg
乌鲁木齐,《丝路秀》演出,1732696,43.785531,87.611291,4.2,《丝路秀》大型民族歌舞表演打破新疆传统歌舞的表演形式重点突出少数民族歌舞的互动性和参与性，同时让观众自发的去感受和体验少数民族歌舞的激情豪放，让正常演出既轻松又能留下难以忘怀的新疆之行。《丝路秀》以新疆富有舞台表现力的维吾尔族、哈萨克族、蒙古族、塔吉克族为主线，汲取各民族生产、生活中趣味央然的情景故事，以创新的手段通过民族歌、舞、乐器等的燃情表现营造出舞台、演员、观众超强的参与型和互动性。同时这场歌舞秀是流动的绘画，是写意与写实的奇幻艺术之境。它通过1488多平方米的演出场地，先进的多维维亚、超级梦幻水效、炫彩夺目的多维激光，营造出巧妙的时空交错的立体景观层面，使之衍生出虚幻与现实，人物与情节的诗意缠绕，展现新疆山水、人文、美食、美景，表达出新疆各族人民善良、团结、和谐、美好、展示出新疆各民族儿女共同建设美好家园、创造幸福生活的美好愿望。,https://dimg04.c-ctrip.com/images/1lo3q12000b5h9c9066AE.jpg
乌鲁木齐,哈熊沟,1703182,43.82658,87.989734,4.0,哈熊沟，位于新疆米泉市东南58公里处的天山北坡，距离乌鲁木齐70公里，是自治区级森林公园，主要树种为云杉。哈熊沟是其中一条沟谷深处的一段。这里山景、水景、雪景、树景都十分迷人。山岭长满云杉，云杉随山势而起伏层叠，犹如排空的翠浪。山风吹来时，绿涛滚涌，满山遍野仿佛都在涌动，一派瑰丽雄奇的景致。哈熊沟空气凉爽湿润，水质极好，游人到此无不感到心情舒畅，精神愉悦。【天山龙脊度假区木栈道徒步攻略】停车场陡坡栈道入口  关键词：有停车场 栈道坡度较陡 请缓步攀爬天山国家森林公园科普馆正对面，路牌指示冰草台子方向，前行20米东侧即可看到木栈道入口。此处道路两侧有一定数量停车位，方便车辆停靠，适宜自驾人群进入。但此处木栈道爬升角度较陡，徒步爬梯难度大，通过较短阶梯，直上冰草台子山顶，行动能力有限的老人和孩子，建议缓步攀登，或选择下文所示缓坡入口进入。路边缓坡栈道入口  关键词：紧邻主路 入口无车位 栈道坡缓易攀行栈道入口紧靠景区主路X139县道，方便徒步游客找寻进入，但入口旁没有停车位。此入口段栈道，坡度平缓，绕山而上，深入松林，可以边徒步攀爬，边欣赏山林风景，适宜老人、小孩等亲子家庭休闲散步攀登。温馨提醒小贴士 木栈道间隔设有凉亭，徒步累了，可以停下休息。天山龙脊旅游度假区，云杉松柏茂密，林中视线遮挡，景观趋同，游客容易迷路，沿木栈道徒步行走，可以为游客指引路线方向，确保游览安全。,https://dimg04.c-ctrip.com/images/0105e1200092lj5hdB0A1.jpg
乌鲁木齐,植物园冰雪大世界,2519811,43.890564,87.556057,4.0,植物园冰雪大世界位于乌鲁木齐市新市区北京中路916号。有园内项目：滑雪圈、雷地坦克、真人CS、水上漂移车、水壶、滑冰刀、骑乘矮马、雪地摩托、海豚冰爬犁、欢乐蹦冰特色体验活动。,https://dimg04.c-ctrip.com/images/100f10000000p3w7e2A7F.jpg
乌鲁木齐,新疆相声巴扎,1673451,43.836301,87.654815,4.7,新疆相声巴扎是经乌鲁木齐市批准的新疆首家民营相声艺术团体，是首府第一家以观看相声、品尝茶点、轻松愉悦为一体的相声剧场。新疆相声巴扎是在新疆“以现代文化为引领，促进文化大发展、大繁荣”的形势下成立的，它以“继承传统相声艺术。打造疆味相声特色，开创新疆相声新时代”为己任，秉承“团队专业化、内容本土化、娱乐时尚化、运作市场化、服务品质化”的理念，不断拓展新疆曲艺事业发展新领域，满足各族群众多元化文化的需求，是一支活跃在新疆文艺战线的“轻骑兵”。新疆相声巴扎成为新疆戏剧家协会的一个直属曲艺团体，受新疆戏剧家协会的业务指导和管理，以党的文艺政策为指导，积极开展各项有益的社会文化活动。,https://dimg04.c-ctrip.com/images/0105p12000diyd13z9F2B.jpg
乌鲁木齐,小绿谷,3377242,43.837897,87.504541,4.6,小绿谷生态园位于乌鲁木齐市万寿山街和大明湖路交口，景区内有湖泊、湖中小岛，树木丛生、环境优美。景区内中间是以水为景，两边种植的是植被和各种树木，夏天是人们乘凉休闲的好地方，到了秋天，植物的叶子五彩缤纷，每天会有许多人来此散步，呼吸新鲜空气，是一个天然的氧吧。,https://dimg04.c-ctrip.com/images/0102g120008ov2ukc4F95.jpg
乌鲁木齐,巴里坤清真寺,120716,43.781568,87.61973,5.0,巴里坤寺位于乌鲁木齐市和平南路。该寺始建于1877年，占地面积1.7亩，建筑面积760平方米。有大殿、南北厢房、水房等。大殿系两廊出水，前面带卷棚，上面屋顶覆盖着青瓦，布局严整、自然。,https://dimg04.c-ctrip.com/images/0101w12000dccdy82855F.jpg
乌鲁木齐,宴艺大剧院,4385384,43.779444,87.617831,4.0,新疆国际大巴扎于2003年6月26日落成，是世界上规模很大的巴扎。大型歌舞秀《丝绸之路千年印象》是新疆国际大巴扎宴艺大剧院大型歌舞秀，专业的表演团队，穿越千年的丝路传奇，演绎一场丝路狂欢，享视觉盛宴同时，汇聚新疆经典美食自助，让人饱享西域美味精绝。,https://dimg04.c-ctrip.com/images/10060s000000hw91qFB56.jpg
乌鲁木齐,燕窝水世界,2473966,43.714555,87.591182,4.1,燕窝水世界游乐项目简介：魔幻四组合，新疆四组滑道同一平台的大型游乐项目，是勇敢者的天堂。滑梯滑道分为4组，分别为：时光穿梭、漩涡滑道、螺旋滑道、水上过山车，同时为多人游乐。为了满足勇敢者挑战极限的愿望，燕窝水世界引进了全国先进的高速滑梯项目—极速降落。大型四人浮筏同时承载4名游客高速飞翔在波浪形的滑道上，直接奔驰俯冲，加速冲到水池里，尽享风驰电掣的竞赛快感，带给游客的是头向下滑行的刺激。冲天回旋一定会让游客体验到完全不同于其他设备的全新滑行体验。大型亲子互动区，有开放式滑道、封闭式滑道、集水枪、水桶、喷泉等游玩设施，注重惊险刺激与温馨浪漫合家欢元素的融合。燕窝水世界各色小吃应有尽有，还有多种特色泡池，游客可以舒舒服服的做个SPA。特色鱼疗果冻，几千尾小鱼，一池温水，人一入池，小鱼立即将其围住“吻”个不停，果冻浴使用芦荟胶配以珍珠粉、玫瑰精油等各种名贵辅料配制而成，独特新颖的沐浴体验让您享受绝妙感觉，燕窝水世界内配有超专业的泳衣超市，泳衣款式多达45种，还有不同材质的毛巾，色彩亮丽的水枪，各种密封袋等小物品等。,https://dimg04.c-ctrip.com/images/0HJ0z12000g9050pn29CE.jpg
乌鲁木齐,南公园,2023790,43.766728,87.606826,4.7,乌鲁木奇的南公园自然风光秀丽，内设有儿童游乐设施和动物园展区，绿树成荫，休闲好去处。,https://dimg04.c-ctrip.com/images/0106h1200092lsgo60796.jpg
乌鲁木齐,新疆民街,1834732,43.785565,87.617588,4.1,新疆民街民俗博物馆是国家4A级景区，乌鲁木齐市新十景，位于乌鲁木齐市天山区龙泉街。从市区河滩快速路或主干道解放南路、新华南路可达。距新疆国际大巴扎和二道桥市场500米，是集旅游、观光、购物等为一体的综合性人文景观，也是人们了解、宣传新疆历史文化的窗口。,https://dimg04.c-ctrip.com/images/0102h12000iecdka3B28B.jpg
乌鲁木齐,金水缘国际假日水会,2015601,43.949701,87.655832,4.8,金水缘国际假日水会坐落于美丽的乌鲁木齐米东区华泰路，是集沐浴、餐饮、客房、演艺、休闲、娱乐、SPA调节、休养保健于一体的大型沐浴酒店。,https://dimg04.c-ctrip.com/images/100t1f000001gqd9o18F2.jpg
乌鲁木齐,野马美术馆,2705715,43.856443,87.575021,4.9,野马美术馆位于新疆乌鲁木齐昆明路158號，是当地较大的一家美术馆。馆内收藏了各式各样的油画600多幅，以及种类繁多的艺术品，如果你来了这里，一定会被吸引。,https://dimg04.c-ctrip.com/images/350j160000010nh229E5F.jpg
乌鲁木齐,天下第一馕,5566343,43.888079,87.688018,5.0,该景点位于馕文化产业园，是一个巨型馕的雕塑，象征着馕在新疆饮食文化中的重要地位。它作为园区的标志性景观，不仅吸引了大量游客前来拍照留念，也成为了乌鲁木齐市的一大文化地标。这个雕塑直径大约 7.1 米，是游客们入园后首先映入眼帘的标志性景观。这个巨大的馕造型逼真，色泽金黄，仿佛刚刚从馕坑中烤制出来，散发着诱人的香气，让人不禁对馕的美味产生无限遐想。馕在新疆有着悠久的历史和深厚的文化底蕴，它不仅是新疆各族人民喜爱的传统美食，更是新疆文化的重要象征。这座雕塑作为馕文化的集中展示，承载着新疆人民对生活的热爱和对传统文化的传承。,https://dimg04.c-ctrip.com/images/0104v12000f6ufu0sCFDE.jpg
乌鲁木齐,达板城东沟河谷次生林景区,4728351,43.422733,88.463237,4.8,达坂城河谷次生林景区，位于达坂城城区东北方向约15公里处，属于达坂城东沟乡境内，故又称为东沟乡景区，内有已经建设完善的徒步线路，约有20多公里长度，走完可以领略到次生林景区全部景点。河谷生态环境优越，具有大西北特有的景色，与江南相比，更豪放、更具野趣。,https://dimg04.c-ctrip.com/images/1me3112000ge59ils193D.jpg
乌鲁木齐,硅化木,5590459,43.851022,87.580241,4.9,新疆古生态园的硅化木发现于新疆准噶尔盆地，主要是银杏和松柏的化石。这些银杏和松柏生活在距今1.9亿——1.3亿年前的侏罗纪时期，和恐龙生活在一起。由于地质的变化和地震等灾害的原因，导致大陆板块下沉，这些树木顷刻间被埋入到了地层当中。土壤里的一些化学元素（如：二氧化硅，硫化铁，碳酸钙等）在地下水的作用下，在长年低温高压的环境下，渗入到了这些树木的木质细胞中，使它们不断的石化、玉化，直至变成我们现在看到的“硅化木”。,https://dimg04.c-ctrip.com/images/350n160000010d8eh6BDC.jpg
乌鲁木齐,新疆人民剧场,5143116,43.790945,87.6215,5.0,新疆人民剧场是位于中国新疆维吾尔自治区的一座重要文化设施，通常用于举办各种演出和文化活动。作为一个综合性的剧场，它可能承办戏剧、音乐会、舞蹈表演、传统民族艺术等多种类型的活动。剧场的设计通常融合了现代建筑风格和民族特色，旨在为观众提供舒适的观演环境。新疆人民剧场不仅是一个文化娱乐的场所，也是一个展示和传播新疆丰富多样文化的重要平台。剧场为三层结构，进厅三层，一层为大厅，二层设八角回廊，三层设活动室，是一座具有欧亚民族特色的宏伟文化建筑。,https://dimg04.c-ctrip.com/images/0102k120009s7vgz2C672.jpg
乌鲁木齐,BOBOZOO室内动物园·萌萌团主题店(万达广场乌鲁木齐德汇店),5604351,43.788177,87.58612,5.0,BOBOZOO室内动物园·消消乐萌萌团主题店坐落于新疆乌鲁木齐德汇万达广场五层，采用真实亚热带雨林植物造景，场馆内有近200多种、3000多只海陆空真实动物，做到动物与游客直接接触，零距离互动，面对面交流，聚合了时空小屋、森林奇遇记、萌宠游乐园、海底总动员、五彩百鸟园、疯狂动物城、主题售卖区七大主题区域，着力打造成新疆地区网红打卡地。,https://dimg04.c-ctrip.com/images/350d190000015jfkm9185.jpg
乌鲁木齐,红庙子道观,5076343,43.836545,87.547755,0.0,红庙子道观位于沙依巴克区，因其外墙朱红，在阳光的照耀下格外醒目，人们把这座道观称之为红庙子，是一座具有二百多年历史的道教庙宇。,https://dimg04.c-ctrip.com/images/0100512000cq7kzx02224.jpg
乌鲁木齐,南湖市民广场玛河公园,4611888,43.826552,87.61994,5.0,南湖市民广场玛河公园内有林间小道，人工湖，绿地，景色优美，人们在这里散步，跑步，跳舞。,https://dimg04.c-ctrip.com/images/01A5w120009hl42ls52A1.jpg
